id,fecha,temperatura_abrigo_150cm,temperatura_abrigo_150cm_maxima,temperatura_abrigo_150cm_minima,temperatura_intemperie_5cm_minima,temperatura_intemperie_50cm_minima,temperatura_suelo_5cm_media,temperatura_suelo_10cm_media,temperatura_inte_5cm,temperatura_intemperie_150cm_minima,humedad_suelo,precipitacion_pluviometrica,granizo,nieve,heliofania_efectiva,heliofania_relativa,tesion_vapor_media,humedad_media,humedad_media_8_14_20,rocio_medio,duracion_follaje_mojado,velocidad_viento_200cm_media,direccion_viento_200cm,velocidad_viento_1000cm_media,direccion_viento_1000cm,velocidad_viento_maxima,presion_media,radiacion_global,radiacion_neta,evaporacion_tanque,evapotranspiracion_potencial,profundidad_napa,horas_frio,unidad_frio
NH0437,1970-08-01,23.3,31.2,15.4,14.2,,,,,,,0,0,0,9.3,87,21.1,,70,18.4,,12.8,,16,,,,14.8,,,3.1,,0,
NH0437,1970-08-02,26.55,32.1,21,18.8,,,,,,,0,0,0,9.3,87,20.8,,66,18.1,,7.2,,9,,,,14.9,,,3.4,,0,
NH0437,1970-08-03,17.35,22.9,11.8,14.1,,,,,,,31,0,0,0,0,14.8,,94,12.8,,14.4,,18,,,,4.1,,,2,,0,
NH0437,1970-08-04,11.05,11.9,10.2,10.8,,,,,,,39.5,0,0,0,0,12.4,,95,10.1,,20,,25,,,,4.1,,,0.9,,0,
NH0437,1970-08-05,11.1,12.6,9.6,9.7,,,,,,,0,0,0,0.2,2,13.3,,97,11.2,,4.8,,6,,,,4.4,,,0.6,,0,
NH0437,1970-08-06,13.55,15.1,12,12.6,,,,,,,3.4,0,0,0,0,15.2,,97,13.2,,8.8,,11,,,,4.2,,,0.7,,0,
NH0437,1970-08-07,10.85,14.9,6.8,5.6,,,,,,,0,0,0,9.2,85,8.7,,72,5,,15.2,,19,,,,15.2,,,2.3,,0.5925921,
NH0437,1970-08-08,7.75,13.7,1.8,-3.6,,,,,,,0,0,0,9.8,90,7,,69,1.9,,5.6,,7,,,,16,,,1.5,,10.4874,
NH0437,1970-08-09,8.2,15.1,1.3,-3.7,,,,,,,0,0,0,9.8,90,8.5,,77,4.6,,4.8,,6,,,,16.1,,,1.3,,9.913042,
NH0437,1970-08-10,10.25,18.4,2.1,-0.1,,,,,,,0,0,0,9.6,88,9.5,,70,6.2,,12.8,,16,,,,16,,,1.9,,7.214725,
NH0437,1970-08-11,15.45,23.6,7.3,4.6,,,,,,,0,0,0,9.8,90,11.6,,66,9.2,,12,,15,,,,16.3,,,2.6,,0,
NH0437,1970-08-12,18.1,24.9,11.3,8.6,,,,,,,0,0,0,7.2,66,13,,59,10.9,,19.2,,24,,,,13.2,,,3.7,,0,
NH0437,1970-08-13,14.65,18.7,10.6,10.4,,,,,,,0,0,0,1.1,10,11.6,,84,9.2,,32.8,,41,,,,5.8,,,3.6,,0,
NH0437,1970-08-14,11.9,17.9,5.9,3.4,,,,,,,0,0,0,8.4,76,10.5,,75,7.7,,8.8,,11,,,,14.9,,,1.8,,2.2,
NH0437,1970-08-15,12.8,22.3,3.3,1.2,,,,,,,0,0,0,9.7,88,10.6,,69,7.8,,10.4,,13,,,,16.6,,,2.2,,4.673685,
NH0437,1970-08-16,18,28.1,7.9,4,,,,,,,0,0,0,9.4,85,17.2,,73,15.1,,10.4,,13,,,,16.3,,,2.4,,0,
NH0437,1970-08-17,23.45,28.9,18,15.7,,,,,,,0,0,0,9.6,87,16.1,,61,14.1,,21.6,,27,,,,16.7,,,5.4,,0,
NH0437,1970-08-18,22.8,29.7,15.9,14.2,,,,,,,0,0,0,9.2,83,15.7,,56,13.7,,16.8,,21,,,,16.3,,,4.6,,0,
NH0437,1970-08-19,23.65,30.5,16.8,14.8,,,,,,,0,0,0,9.1,82,16,,58,14,,10.4,,13,,,,16.2,,,3.9,,0,
NH0437,1970-08-20,16.05,22,10.1,13.7,,,,,,,0.5,0,0,6.1,55,9,,55,5.4,,30.4,,38,,,,12.5,,,5.7,,0,
NH0437,1970-08-21,13.85,18.5,9.2,7.9,,,,,,,0,0,0,7.3,65,7.9,,59,3.6,,13.6,,17,,,,14.1,,,3.3,,0,
NH0437,1970-08-22,14.2,20.3,8.1,3.6,,,,,,,0,0,0,6.9,62,12.1,,80,9.8,,4.8,,6,,,,13.7,,,1.9,,0,
NH0437,1970-08-23,12.15,20.5,3.8,0.6,,,,,,,0,0,0,9.7,86,7.6,,55,3,,7.2,,9,,,,17.4,,,2.4,,4.598803,
NH0437,1970-08-24,12.15,21.7,2.6,-2.6,,,,,,,0,0,0,9.7,86,7,,50,1.9,,4.8,,6,,,,17.5,,,2.3,,5.528796,
NH0437,1970-08-25,10.65,17.1,4.2,-1.4,,,,,,,0,0,0,10.2,90,6.7,,53,1.3,,10.4,,13,,,,18.3,,,2.7,,5.209302,
NH0437,1970-08-26,8,16.1,-0.1,-2.7,,,,,,,0,0,0,9.1,80,7.2,,63,2.3,,10.4,,13,,,,16.9,,,2.1,,10.51852,
NH0437,1970-08-27,9.549999,18.3,0.8,-3.3,,,,,,,0,0,0,9.6,85,8.2,,65,4.1,,11.2,,14,,,,17.7,,,2.3,,8.502856,
NH0437,1970-08-28,11.6,19.8,3.4,0.5,,,,,,,0,0,0,7.2,63,11.2,,80,8.6,,3.2,,4,,,,14.6,,,1.6,,5.268292,
NH0437,1970-08-29,12.8,20.2,5.4,1.9,,,,,,,0,0,0,7.4,65,13.1,,81,11,,8.8,,11,,,,14.9,,,1.8,,2.594594,
NH0437,1970-08-30,13.65,21.6,5.7,4.3,,,,,,,0,0,0,9.9,87,10.8,,71,8.1,,4.8,,6,,,,18.4,,,2.3,,1.962264,
NH0437,1970-08-31,12.6,22.1,3.1,0.4,,,,,,,0,0,0,10,87,9.8,,60,6.7,,7.2,,9,,,,18.6,,,2.5,,4.926316,
NH0437,1970-09-01,13.65,23,4.3,0,,,,,,,0,0,0,9.4,82,9.1,,54,5.6,,8.8,,11,,,,17.9,,,2.9,,3.46524,
NH0437,1970-09-02,12.95,24,1.9,1.4,,,,,,,0,0,0,9.8,85,9.8,,60,6.7,,4.8,,6,,,,18.6,,,2.4,,5.538461,
NH0437,1970-09-03,16.65,26.6,6.7,2.7,,,,,,,0,0,0,8.7,75,10.1,,53,7.1,,11.2,,14,,,,17.2,,,3.6,,0.3618093,
NH0437,1970-09-04,18.65,27.4,9.9,6.9,,,,,,,0.7,0,0,6.2,54,13.3,,59,11.2,,5.6,,7,,,,13.8,,,2.8,,0,
NH0437,1970-09-05,18.35,22.7,14,13.9,,,,,,,2.6,0,0,1.4,12,16.2,,81,14.2,,5.6,,7,,,,7.2,,,1.9,,0,
NH0437,1970-09-06,17.2,22.1,12.3,10.4,,,,,,,0,0,0,6.9,59,13,,71,10.9,,5.6,,7,,,,15,,,2.7,,0,
NH0437,1970-09-07,15.3,23.1,7.5,2.8,,,,,,,0,0,0,9.8,84,11,,63,8.4,,5.6,,7,,,,19.1,,,2.8,,0,
NH0437,1970-09-08,14.4,22,6.8,2.6,,,,,,,0,0,0,7.4,63,9.7,,59,6.5,,5.6,,7,,,,15.8,,,2.6,,0.3157892,
NH0437,1970-09-09,14.8,25.6,4,-0.3,,,,,,,0,0,0,10.1,86,9.9,,56,6.8,,2.4,,3,,,,19.8,,,2.6,,3.333333,
NH0437,1970-09-10,17,27.4,6.6,2.2,,,,,,,0,0,0,10,85,12.4,,54,10.1,,8,,10,,,,19.7,,,3.3,,0.4615386,
NH0437,1970-09-11,20.55,29.7,11.4,8.3,,,,,,,0,0,0,9,77,16.6,,64,14.6,,12.8,,16,,,,18.4,,,4,,0,
NH0437,1970-09-12,20.9,25.7,16.1,14.8,,,,,,,10.3,0,0,6.2,53,19.6,,80,17.2,,8.8,,11,,,,14.5,,,3,,0,
NH0437,1970-09-13,15.15,20.1,10.2,15.6,,,,,,,0,0,0,7.8,66,11.7,,67,9.3,,21.6,,27,,,,16.9,,,4,,0,
NH0437,1970-09-14,10.5,18.9,2.1,-2.2,,,,,,,0,0,0,9.8,83,8.4,,59,4.5,,1.6,,2,,,,19.9,,,2.2,,7,
NH0437,1970-09-15,14.65,24.4,4.9,0.9,,,,,,,0,0,0,10.1,85,8.7,,48,5,,10.4,,13,,,,20.4,,,3.7,,2.584615,
NH0437,1970-09-16,18.5,26.4,10.6,9.1,,,,,,,0,0,0,10.1,85,15.9,,70,13.9,,15.2,,19,,,,20.5,,,3.9,,0,
NH0437,1970-09-17,22.45,31,13.9,12.7,,,,,,,0,0,0,10.1,85,19.4,,62,17,,19.2,,24,,,,20.6,,,5,,0,
NH0437,1970-09-18,23.85,31.9,15.8,21.4,,,,,,,0.9,0,0,3.3,28,19.3,,66,16.9,,25.6,,32,,,,10.7,,,5.1,,0,
NH0437,1970-09-19,15.35,20.6,10.1,9.6,,,,,,,0,0,0,7,58,10.9,,65,8.2,,7.2,,9,,,,16.2,,,3,,0,
NH0437,1970-09-20,17.4,25.9,8.9,5.7,,,,,,,0,0,0,9.9,82,12.2,,59,9.9,,4.8,,6,,,,20.6,,,3.4,,0,
NH0437,1970-09-21,17.4,27.1,7.7,4.3,,,,,,,0,0,0,10.5,87,14.7,,61,12.7,,7.2,,9,,,,21.6,,,3.5,,0,
NH0437,1970-09-22,19.6,29.4,9.8,7.2,,,,,,,0,0,0,9.5,79,17.5,,65,15.4,,5.6,,7,,,,20.2,,,3.5,,0,
NH0437,1970-09-23,22.4,29.4,15.4,14.2,,,,,,,0.5,0,0,7.8,64,17.9,,65,15.8,,14.4,,18,,,,17.8,,,4.6,,0,
NH0437,1970-09-24,20.15,24.9,15.4,14.6,,,,,,,0,0,0,3,25,17.4,,75,15.3,,8.8,,11,,,,10.6,,,2.8,,0,
NH0437,1970-09-25,21.7,28.6,14.8,14.4,,,,,,,0,0,0,7.9,65,17.5,,78,15.4,,5.6,,7,,,,18.1,,,3.7,,0,
NH0437,1970-09-26,23,30.3,15.7,13.8,,,,,,,6.7,0,0,6.5,53,21.5,,70,18.7,,8.8,,11,,,,16,,,3.6,,0,
NH0437,1970-09-27,21.15,23.7,18.6,19.7,,,,,,,33.8,0,0,0,0,21.1,,92,18.4,,8.8,,11,,,,6.1,,,1.9,,0,
NH0437,1970-09-28,21.3,24.4,18.2,19.8,,,,,,,0,0,0,3.3,27,21.3,,85,18.5,,4.8,,6,,,,11.3,,,2.4,,0,
NH0437,1970-09-29,16.9,20.4,13.4,13.7,,,,,,,0,0,0,8.4,68,16.4,,88,14.4,,8.8,,11,,,,19.2,,,3.1,,0,
NH0437,1970-09-30,19.55,26.3,12.8,11.1,,,,,,,3.7,0,0,4.1,33,19.8,,75,17.3,,7.2,,9,,,,12.6,,,2.5,,0,
NH0437,1970-10-01,17.8,23.3,12.3,17.7,,,,,,,0,0,0,6.4,52,17.5,,84,15.4,,13.6,,17,,,,16.3,,,3,,0,
NH0437,1970-10-02,14.6,22.4,6.8,2.8,,,,,,,0,0,0,11.2,91,12.3,,68,10,,2.4,,3,,,,23.8,,,3.2,,0.307692,
NH0437,1970-10-03,18.4,26,10.8,5.2,,,,,,,0,0,0,11,89,13.1,,58,11,,5.6,,7,,,,23.6,,,4,,0,
NH0437,1970-10-04,20.1,27.3,12.9,9.5,,,,,,,0,0,0,11.4,92,13.1,,54,11,,8.8,,11,,,,24.4,,,4.8,,0,
NH0437,1970-10-05,18.8,27.4,10.2,5.7,,,,,,,0,0,0,10.5,84,12.9,,56,10.7,,12,,15,,,,23,,,4.8,,0,
NH0437,1970-10-06,14.5,18,11,10.1,,,,,,,20.3,0,0,4.4,35,10.9,,69,8.2,,24,,30,,,,13.4,,,4.2,,0,
NH0437,1970-10-07,12.5,14.1,10.9,9.5,,,,,,,7.8,0,0,0,0,14.2,,94,12.2,,12,,15,,,,6.5,,,1.1,,0,
NH0437,1970-10-08,18.55,24,13.1,13,,,,,,,0,0,0,5.9,47,16.4,,80,14.4,,12,,15,,,,16,,,3.5,,0,
NH0437,1970-10-09,15.55,19.9,11.2,6.9,,,,,,,0,0,0,11.4,91,12.5,,71,10.3,,13.6,,17,,,,24.8,,,4.4,,0,
NH0437,1970-10-10,16.05,23,9.1,6.4,,,,,,,0,0,0,11.5,91,13.6,,69,11.5,,11.2,,14,,,,25.1,,,4.2,,0,
NH0437,1970-10-11,19.95,29,10.9,6.5,,,,,,,2,0,0,9.9,78,17.7,,62,15.6,,4.8,,6,,,,22.6,,,4,,0,
NH0437,1970-10-12,19.6,23.9,15.3,14.2,,,,,,,0,0,0,9.6,76,13.5,,67,11.4,,8.8,,11,,,,22.2,,,4.6,,0,
NH0437,1970-10-13,17.85,25.6,10.1,7.1,,,,,,,0,0,0,11.4,90,13.9,,60,11.9,,4.8,,6,,,,25.2,,,4.1,,0,
NH0437,1970-10-14,19.95,26.8,13.1,10.9,,,,,,,0,0,0,10.2,80,13.5,,50,11.4,,12,,15,,,,23.3,,,5.2,,0,
NH0437,1970-10-15,24.75,32,17.5,15.8,,,,,,,24,0,0,4.2,33,21.2,,63,18.4,,16.8,,21,,,,13.6,,,4.7,,0,
NH0437,1970-10-16,27.6,34.1,21.1,21.2,,,,,,,0,0,0,8,63,28.1,,70,23,,11.2,,14,,,,19.9,,,5.2,,0,
NH0437,1970-10-17,24,28.4,19.6,19.7,,,,,,,0.3,0,0,6,47,23,,79,19.7,,17.6,,22,,,,16.7,,,4.6,,0,
NH0437,1970-10-18,19.15,20.7,17.6,18.5,,,,,,,1.6,0,0,0,0,20.2,,94,17.7,,10.4,,13,,,,6.9,,,1.7,,0,
NH0437,1970-10-19,17.25,20.4,14.1,13.9,,,,,,,0,0,0,1.3,10,16.3,,81,14.3,,14.4,,18,,,,9.1,,,2.5,,0,
NH0437,1970-10-20,16.7,19.3,14.1,13.5,,,,,,,0,0,0,3.1,24,15.9,,85,13.9,,7.2,,9,,,,12.1,,,2.4,,0,
NH0437,1970-10-21,16.55,24.5,8.6,6.8,,,,,,,0,0,0,11,85,14.6,,68,12.6,,2.4,,3,,,,25.2,,,3.8,,0,
NH0437,1970-10-22,18.75,26.5,11,8.7,,,,,,,0,0,0,11.5,89,15.1,,61,13.1,,7.2,,9,,,,26.1,,,4.6,,0,
NH0437,1970-10-23,19.55,27.3,11.8,9.4,,,,,,,0,0,0,12,93,17,,61,15,,8.8,,11,,,,27,,,4.9,,0,
NH0437,1970-10-24,22.55,29.8,15.3,13.1,,,,,,,0,0,0,9.7,75,18.4,,64,16.2,,7.2,,9,,,,23.2,,,4.9,,0,
NH0437,1970-10-25,24.5,31.8,17.2,14.8,,,,,,,0,0,0,11.9,91,20.4,,61,17.8,,12,,15,,,,27,,,6.3,,0,
NH0437,1970-10-26,19.35,22.9,15.8,16.8,,,,,,,1.1,0,0,3.5,27,14.1,,68,12.1,,27.2,,34,,,,13,,,5.5,,0,
NH0437,1970-10-27,13,15.8,10.2,10.4,,,,,,,12.5,0,0,0,0,12.6,,89,10.4,,12.8,,16,,,,7.2,,,1.9,,0,
NH0437,1970-10-28,16.85,22.9,10.8,9.7,,,,,,,3,0,0,9.9,76,15.1,,74,13.1,,8.8,,11,,,,23.8,,,4.1,,0,
NH0437,1970-10-29,19.8,23.2,16.4,15.4,,,,,,,0,0,0,2,15,18.3,,77,16.1,,8.8,,11,,,,10.6,,,2.7,,0,
NH0437,1970-10-30,26.45,32.8,20.1,18.3,,,,,,,0,0,0,11.1,84,23.4,,63,20,,21.6,,27,,,,26,,,7.5,,0,
NH0437,1970-10-31,27.35,36.2,18.5,25.3,,,,,,,7.9,0,0,6.9,52,22.8,,77,19.6,,13.6,,17,,,,18.9,,,5.9,,0,
NH0437,1970-11-01,17.95,23.8,12.1,11.9,,,,,,,0,0,0,12,91,10.8,,57,8.1,,13.6,,17,,,,27.6,,,5.9,,0,
NH0437,1970-11-02,19.25,29,9.5,6,,,,,,,0,0,0,12.4,94,11.9,,46,9.5,,7.2,,9,,,,28.3,,,5.4,,0,
NH0437,1970-11-03,20.65,28.7,12.6,9.2,,,,,,,0,0,0,12.3,93,13.9,,53,11.9,,7.2,,9,,,,28.2,,,5.5,,0,
NH0437,1970-11-04,19.95,28.3,11.6,9.6,,,,,,,0,0,0,12.2,92,14.2,,52,12.2,,11.2,,14,,,,28.1,,,5.8,,0,
NH0437,1970-11-05,22.2,30.7,13.7,11.1,,,,,,,0,0,0,9,68,17.5,,54,15.4,,11.2,,14,,,,22.7,,,5.4,,0,
NH0437,1970-11-06,24.9,31.7,18.1,16.9,,,,,,,0,0,0,8.5,64,17.6,,53,15.5,,7.2,,9,,,,21.9,,,5.4,,0,
NH0437,1970-11-07,24.2,32.3,16.1,14.5,,,,,,,0,0,0,11.5,86,19.2,,55,16.9,,3.2,,4,,,,27.1,,,5.5,,0,
NH0437,1970-11-08,23.95,33,14.9,13.2,,,,,,,0,0,0,12.2,91,18.9,,52,16.6,,8.8,,11,,,,28.3,,,6.2,,0,
NH0437,1970-11-09,23.05,29.9,16.2,13.2,,,,,,,0,0,0,4,30,20.2,,67,17.7,,15.2,,19,,,,14.3,,,4.4,,0,
NH0437,1970-11-10,23.3,27.9,18.7,13.1,,,,,,,0,0,0,8.6,64,16.4,,59,14.4,,12,,15,,,,22.3,,,5.9,,0,
NH0437,1970-11-11,22.1,30.8,13.4,10.8,,,,,,,13.1,0,0,12.1,90,18,,58,15.8,,13.6,,17,,,,28.3,,,6.3,,0,
NH0437,1970-11-12,20.4,24.2,16.6,17.2,,,,,,,0.7,0,0,5.4,40,18.1,,80,15.9,,16,,20,,,,16.8,,,4.3,,0,
NH0437,1970-11-13,18.85,26.3,11.4,9.2,,,,,,,0,0,0,12.2,90,14.8,,58,12.8,,11.2,,14,,,,28.6,,,5.6,,0,
NH0437,1970-11-14,21.75,27.4,16.1,9.5,,,,,,,0,0,0,12.6,93,14.9,,55,12.9,,4.8,,6,,,,29.3,,,5.6,,0,
NH0437,1970-11-15,21,28.7,13.3,10.7,,,,,,,0,0,0,12.5,92,13,,45,10.9,,7.2,,9,,,,29.2,,,5.9,,0,
NH0437,1970-11-16,22.1,29.9,14.3,10.4,,,,,,,2.7,0,0,12,89,15.7,,50,13.7,,12.8,,16,,,,28.4,,,6.6,,0,
NH0437,1970-11-17,20.15,26.1,14.2,13.1,,,,,,,0,0,0,9.1,67,9.8,,47,6.7,,11.2,,14,,,,23.4,,,6,,0,
NH0437,1970-11-18,16.65,24.2,9.1,4.7,,,,,,,0,0,0,12.4,91,7.4,,36,2.7,,16.8,,21,,,,29.1,,,6.9,,0,
NH0437,1970-11-19,17.2,26.5,7.9,5.3,,,,,,,0,0,0,12.1,89,9.2,,38,5.8,,11.2,,14,,,,28.6,,,5.9,,0,
NH0437,1970-11-20,21.5,32.3,10.7,8.8,,,,,,,0,0,0,10.5,77,12,,39,9.7,,13.6,,17,,,,25.9,,,6.7,,0,
NH0437,1970-11-21,18.55,23.7,13.4,14.7,,,,,,,0,0,0,9.8,72,9.4,,51,6.1,,12.8,,16,,,,24.7,,,6.1,,0,
NH0437,1970-11-22,13.85,22.2,5.5,1.8,,,,,,,0,0,0,12.7,93,8.7,,45,5,,5.6,,7,,,,29.8,,,4.7,,2.155689,
NH0437,1970-11-23,13.85,23.6,4.1,3.1,,,,,,,0,0,0,12.6,92,10.3,,52,7.4,,10.4,,13,,,,29.6,,,5,,3.569231,
NH0437,1970-11-24,17.15,26.8,7.5,5.4,,,,,,,0,0,0,12,88,10.8,,44,8.1,,17.6,,22,,,,28.6,,,6.5,,0,
NH0437,1970-11-25,22.55,32.3,12.8,11.3,,,,,,,2.3,0,0,12,87,13.5,,46,11.4,,8.8,,11,,,,28.7,,,6.4,,0,
NH0437,1970-11-26,20.9,24.8,17,15.9,,,,,,,1,0,0,5,36,20,,84,17.5,,8.8,,11,,,,16.5,,,3.7,,0,
NH0437,1970-11-27,21.7,28.7,14.7,14.4,,,,,,,0,0,0,8.7,63,15.9,,59,13.9,,11.2,,14,,,,23,,,5.6,,0,
NH0437,1970-11-28,20.65,30.6,10.7,7,,,,,,,0,0,0,12.7,92,11.1,,39,8.5,,5.6,,7,,,,30,,,5.8,,0,
NH0437,1970-11-29,22.75,33.6,11.9,7.1,,,,,,,0.1,0,0,12.1,88,12,,34,9.7,,6.4,,8,,,,28.9,,,6.2,,0,
NH0437,1970-11-30,21.55,27.4,15.7,9.8,,,,,,,0,0,0,7.4,54,8.6,,38,4.8,,9.6,,12,,,,20.8,,,5.9,,0,
NH0437,1970-12-01,18.35,28,8.7,5.8,,,,,,,0,0,0,12.5,90,9,,37,5.4,,13.6,,17,,,,29.7,,,6.8,,0,
NH0437,1970-12-02,18.35,27.5,9.2,6.3,,,,,,,0,0,0,12.5,90,8.3,,34,4.3,,13.6,,17,,,,29.7,,,6.9,,0,
NH0437,1970-12-03,17.9,29.1,6.7,2.8,,,,,,,0,0,0,12.5,90,8.3,,30,4.3,,10.4,,13,,,,29.7,,,6.2,,0.3214287,
NH0437,1970-12-04,23.4,33.9,12.9,10.3,,,,,,,0,0,0,11.6,84,10.8,,34,8.1,,11.2,,14,,,,28.2,,,7.2,,0,
NH0437,1970-12-05,24.8,34.9,14.7,12.5,,,,,,,0,0,0,11.2,81,15.1,,45,13.1,,15.2,,19,,,,27.5,,,7.8,,0,
NH0437,1970-12-06,19.85,28.8,10.9,10.3,,,,,,,0,0,0,12.5,90,10.4,,38,7.5,,7.2,,9,,,,29.8,,,6,,0,
NH0437,1970-12-07,22.3,33.1,11.5,9.7,,,,,,,0,0,0,12,86,10.1,,28,7.1,,16.8,,21,,,,28.9,,,8.1,,0,
NH0437,1970-12-08,27.7,32.9,22.5,21.4,,,,,,,14,0,0,8.5,61,18.4,,46,16.2,,12.8,,16,,,,22.8,,,7.2,,0,
NH0437,1970-12-09,23,29.4,16.6,13.3,,,,,,,0,0,0,8.3,60,20.6,,69,18,,15.2,,19,,,,22.5,,,5.6,,0,
NH0437,1970-12-10,27.45,37.3,17.6,17.6,,,,,,,0,0,0,7.2,52,20.8,,56,18.1,,11.2,,14,,,,20.6,,,6.3,,0,
NH0437,1970-12-11,25.55,31.6,19.5,18.5,,,,,,,0,0,0,10,72,15.4,,44,13.4,,7.2,,9,,,,25.5,,,6.3,,0,
NH0437,1970-12-12,26.4,33.9,18.9,17.6,,,,,,,0,0,0,9.1,65,24.1,,58,20.5,,3.2,,4,,,,23.9,,,5.4,,0,
NH0437,1970-12-13,28.6,38.2,19,22.2,,,,,,,0,0,0,9.1,65,20.8,,55,18.1,,7.2,,9,,,,23.9,,,6.5,,0,
NH0437,1970-12-14,28.35,34.5,22.2,21.7,,,,,,,0,0,0,8.2,59,25.9,,63,21.7,,9.6,,12,,,,22.4,,,6.2,,0,
NH0437,1970-12-15,29.65,35,24.3,23.7,,,,,,,0,0,0,6,43,26.7,,69,22.2,,10.4,,13,,,,18.5,,,5.9,,0,
NH0437,1970-12-16,25.8,29.9,21.7,21.7,,,,,,,0,0,0,2.4,17,25.2,,77,21.2,,10.4,,13,,,,12.2,,,3.8,,0,
NH0437,1970-12-17,31.1,40.5,21.7,20.8,,,,,,,11.7,0,0,11,79,27.2,,56,22.5,,19.2,,24,,,,27.3,,,9.1,,0,
NH0437,1970-12-18,27.2,31.8,22.6,22.4,,,,,,,0,0,0,7.9,57,21.4,,63,18.6,,4.8,,6,,,,21.9,,,5.5,,0,
NH0437,1970-12-19,24.9,32.4,17.4,16.3,,,,,,,0.1,0,0,9.1,65,19.4,,52,17,,11.2,,14,,,,24,,,6.3,,0,
NH0437,1970-12-20,23,26.6,19.4,17.5,,,,,,,0,0,0,3,21,19.3,,70,16.9,,4.8,,6,,,,13.3,,,3.5,,0,
NH0437,1970-12-21,23.9,32.3,15.5,13.7,,,,,,,0,0,0,12.8,92,17.3,,50,15.2,,13.6,,17,,,,30.5,,,7.4,,0,
NH0437,1970-12-22,24.95,33.5,16.4,14.2,,,,,,,0,0,0,12.4,89,16.5,,44,14.5,,5.6,,7,,,,29.8,,,6.5,,0,
NH0437,1970-12-23,26,34.4,17.6,15.7,,,,,,,0,0,0,12.1,87,18.1,,44,15.9,,5.6,,7,,,,29.2,,,6.6,,0,
NH0437,1970-12-24,27.4,36.1,18.7,15.9,,,,,,,1.3,0,0,9.7,69,22.4,,49,19.3,,10.4,,13,,,,25,,,6.8,,0,
NH0437,1970-12-25,31.45,39.3,23.6,23.1,,,,,,,0,0,0,10.4,74,28.1,,60,23,,19.2,,24,,,,26.3,,,9,,0,
NH0437,1970-12-26,30,39.4,20.6,20,,,,,,,0,0,0,9.8,70,26.6,,60,22.1,,19.2,,24,,,,25.2,,,8.4,,0,
NH0437,1970-12-27,31.5,35.9,27.1,27.8,,,,,,,13,0,0,9,64,24.7,,53,20.9,,14.4,,18,,,,23.8,,,8.1,,0,
NH0437,1970-12-28,22,27.3,16.7,17.9,,,,,,,3,0,0,6.7,48,20.7,,80,18.1,,16.8,,21,,,,19.8,,,4.9,,0,
NH0437,1970-12-29,21,28.2,13.8,11.7,,,,,,,0,0,0,12.4,89,15.6,,57,13.6,,15.2,,19,,,,29.8,,,6.8,,0,
NH0437,1970-12-30,26.25,33.8,18.7,17.2,,,,,,,0,0,0,12.6,90,21.2,,54,18.4,,4.8,,6,,,,30.1,,,6.7,,0,
NH0437,1970-12-31,22.65,26.8,18.5,16.7,,,,,,,13,0,0,0,0,22.9,,83,19.7,,10.4,,13,,,,8,,,2.5,,0,
NH0437,1971-01-01,24.6,30.5,18.7,18,,,,,,,0,0,0,12.2,88,24.2,,73,20.6,,7.2,,9,,,,29.4,,,6.3,,0,
NH0437,1971-01-02,23.6,30.9,16.3,14.7,,,,,,,0,0,0,12.8,92,23.2,,68,19.9,,5.6,,7,,,,30.5,,,6.1,,0,
NH0437,1971-01-03,26.2,34.1,18.3,17,,,,,,,6.1,0,0,12.9,93,21.4,,53,18.6,,3.2,,4,,,,30.6,,,6.5,,0,
NH0437,1971-01-04,24.25,29.4,19.1,18.8,,,,,,,3,0,0,3.5,25,22.4,,77,19.3,,5.6,,7,,,,14.1,,,3.7,,0,
NH0437,1971-01-05,23.9,31.9,15.9,14,,,,,,,0,0,0,12.7,91,19.5,,55,17.1,,4.8,,6,,,,30.3,,,6.2,,0,
NH0437,1971-01-06,25.35,33.4,17.3,14.1,,,,,,,0,0,0,12.8,92,19.8,,54,17.3,,4.8,,6,,,,30.4,,,6.5,,0,
NH0437,1971-01-07,25.75,31.4,20.1,19.1,,,,,,,17,0,0,2.2,16,24.6,,78,20.8,,7.2,,9,,,,11.8,,,3.5,,0,
NH0437,1971-01-08,24.3,31.4,17.2,16.7,,,,,,,0,0,0,11.4,82,22,,70,19,,7.2,,9,,,,27.9,,,6.1,,0,
NH0437,1971-01-09,25.55,31.4,19.7,18.5,,,,,,,5.2,0,0,5.7,41,24.1,,76,20.5,,8.8,,11,,,,17.9,,,4.7,,0,
NH0437,1971-01-10,21.4,22.7,20.1,20.1,,,,,,,3.7,0,0,0,0,22.5,,90,19.4,,12.8,,16,,,,7.9,,,2.3,,0,
NH0437,1971-01-11,22.55,25.4,19.7,20.2,,,,,,,3.3,0,0,0,0,25.3,,92,21.3,,3.2,,4,,,,7.9,,,1.9,,0,
NH0437,1971-01-12,21.15,25.9,16.4,16.8,,,,,,,0,0,0,7.9,57,18.5,,77,16.3,,8.8,,11,,,,21.8,,,4.7,,0,
NH0437,1971-01-13,22,30.4,13.6,11,,,,,,,0,0,0,12.7,92,19.2,,60,16.9,,7.2,,9,,,,30.1,,,6,,0,
NH0437,1971-01-14,23.95,31.2,16.7,16.2,,,,,,,0,0,0,11.8,86,19.3,,56,16.9,,11.2,,14,,,,28.5,,,6.6,,0,
NH0437,1971-01-15,25.25,33.5,17,15,,,,,,,0,0,0,12.4,90,21.8,,57,18.9,,8,,10,,,,29.6,,,6.6,,0,
