id,fecha,temperatura_abrigo_150cm,temperatura_abrigo_150cm_maxima,temperatura_abrigo_150cm_minima,temperatura_intemperie_5cm_minima,temperatura_intemperie_50cm_minima,temperatura_suelo_5cm_media,temperatura_suelo_10cm_media,temperatura_inte_5cm,temperatura_intemperie_150cm_minima,humedad_suelo,precipitacion_pluviometrica,granizo,nieve,heliofania_efectiva,heliofania_relativa,tesion_vapor_media,humedad_media,humedad_media_8_14_20,rocio_medio,duracion_follaje_mojado,velocidad_viento_200cm_media,direccion_viento_200cm,velocidad_viento_1000cm_media,direccion_viento_1000cm,velocidad_viento_maxima,presion_media,radiacion_global,radiacion_neta,evaporacion_tanque,evapotranspiracion_potencial,profundidad_napa,horas_frio,unidad_frio
NH0437,1991-06-08,8.75,16,1.5,-3.6,,,,,,,0,,,8.9,86,9.3,,85,5.9,,4.8,,6,,,,12.9,,,0.8,,9.103448,
NH0437,1991-06-09,9.25,16.7,1.8,-3.1,,,,,,,0,,,8.9,87,10.9,,87,8.2,,3.2,,4,,,,12.9,,,0.6,,8.375838,
NH0437,1991-06-10,11.55,19.5,3.6,-1.2,,,,,,,0,,,5.7,55,12.6,,84,10.4,,4.8,,6,,,,9.5,,,0.7,,5.132076,
NH0437,1991-06-11,17.45,20.5,14.4,12.8,,,,,,,0,,,1.4,14,17.4,,90,15.3,,2.4,,3,,,,5,,,0.9,,0,
NH0437,1991-06-12,18.2,21.9,14.5,11.3,,,,,,,0,,,1.7,17,17.6,,90,15.5,,4.8,,6,,,,5.3,,,1.1,,0,
NH0437,1991-06-13,17.2,19.9,14.5,10.6,,,,,,,0,,,1.5,15,18.2,,94,16,,4.8,,6,,,,5.1,,,0.8,,0,
NH0437,1991-06-14,19.3,24.9,13.7,11.4,,,,,,,28.3,,,1.8,18,22.1,,94,19.1,,8.8,,11,,,,5.4,,,0.8,,0,
NH0437,1991-06-15,20.75,24,17.5,16.6,,,,,,,0,,,3.3,32,20.6,,88,18,,8.8,,11,,,,6.9,,,1.5,,0,
NH0437,1991-06-16,20.3,23.5,17.1,15.6,,,,,,,0,,,4.3,42,19.8,,87,17.3,,7.2,,9,,,,7.9,,,1.4,,0,
NH0437,1991-06-17,20.75,24.7,16.8,15.5,,,,,,,0,,,5.3,52,22,,89,19,,8.8,,11,,,,9,,,1.4,,0,
NH0437,1991-06-18,18.25,21.7,14.8,17.6,,,,,,,22.2,,,0,0,19.4,,96,17,,9.6,,12,,,,3.5,,,0.9,,0,
NH0437,1991-06-19,14.55,18.5,10.6,7.9,,,,,,,0,,,6.4,62,12.6,,80,10.4,,6.4,,8,,,,10.1,,,1.2,,0,
NH0437,1991-06-20,13.45,16.9,10,4,,,,,,,0,,,3.9,38,12.5,,83,10.3,,9.6,,12,,,,7.5,,,1.2,,0,
NH0437,1991-06-21,12,16.5,7.5,4.6,,,,,,,0,,,7.2,70,11.1,,86,8.5,,4,,5,,,,10.9,,,0.9,,0,
NH0437,1991-06-22,11.7,15.1,8.3,4.6,,,,,,,0,,,5.1,50,11.6,,89,9.2,,4.8,,6,,,,8.8,,,0.8,,0,
NH0437,1991-06-23,9.65,15.8,3.5,-1.9,,,,,,,0,,,8.8,86,9,,77,5.4,,3.2,,4,,,,12.6,,,0.8,,6.829268,
NH0437,1991-06-24,9.75,16.6,2.9,-3.5,,,,,,,0,,,8,78,8.8,,77,5.1,,4,,5,,,,11.8,,,0.9,,7.182481,
NH0437,1991-06-25,12.1,20.7,3.5,-1.2,,,,,,,0,,,7.4,72,14.4,,80,12.4,,4.8,,6,,,,11.1,,,0.6,,4.883721,
NH0437,1991-06-26,19.7,24.9,14.5,14.2,,,,,,,12.8,,,2.2,21,21.4,,92,18.6,,12.8,,16,,,,5.8,,,1.1,,0,
NH0437,1991-06-27,15.35,18.2,12.5,12,,,,,,,0,,,0,0,12.1,,76,9.8,,11.2,,14,,,,3.5,,,1.8,,0,
NH0437,1991-06-28,12.55,17.9,7.2,6.5,,,,,,,0,,,8.7,85,11.4,,82,8.9,,2.4,,3,,,,12.5,,,0.9,,0,
NH0437,1991-06-29,14.65,22,7.3,1.3,,,,,,,0,,,8.8,86,11.5,,76,9,,4,,5,,,,12.6,,,1.2,,0,
NH0437,1991-06-30,14,22.1,5.9,1,,,,,,,0,,,8.9,87,13,,79,10.9,,4,,5,,,,12.8,,,1,,1.629629,
NH0437,1991-07-01,15.65,21.3,10,3.5,,,,,,,0,,,8.8,86,13.1,,75,11,,4.8,,6,,,,12.7,,,1.3,,0,
NH0437,1991-07-02,15.6,22.1,9.1,2.7,,,,,,,0,,,8.8,86,13.9,,80,11.9,,4,,5,,,,12.7,,,1.2,,0,
NH0437,1991-07-03,12.15,16.1,8.2,2.3,,,,,,,0,,,4.4,43,12.2,,92,9.9,,8.8,,11,,,,8.1,,,1,,0,
NH0437,1991-07-04,8.950001,13.6,4.3,-1.2,,,,,,,0,,,8.7,85,8.4,,79,4.5,,8,,10,,,,12.6,,,1.1,,6.967741,
NH0437,1991-07-05,7.25,11,3.5,-0.2,,,,,,,0,,,0.3,3,9.6,,86,6.4,,3.2,,4,,,,3.9,,,0.5,,11.2,
NH0437,1991-07-06,9.3,16.5,2.1,-1.5,,,,,,,0,,,8.6,83,9.7,,84,6.5,,3.2,,4,,,,12.6,,,0.7,,8.166667,
NH0437,1991-07-07,12.1,20.2,4,-1.5,,,,,,,0,,,5,48,12,,85,9.7,,3.2,,4,,,,8.8,,,0.8,,4.444444,
NH0437,1991-07-08,17.85,24.7,11,6.5,,,,,,,0,,,4.8,46,18.6,,89,16.4,,4.8,,6,,,,8.6,,,1.1,,0,
NH0437,1991-07-09,22.2,27.8,16.6,13.5,,,,,,,0,,,7.2,70,20.8,,78,18.1,,14.4,,18,,,,11.2,,,2.4,,0,
NH0437,1991-07-10,15.95,22.7,9.2,9.6,,,,,,,0,,,8.7,84,11.4,,81,8.9,,7.2,,9,,,,12.8,,,1.7,,0,
NH0437,1991-07-11,8.8,14.5,3.1,-2.8,,,,,,,0,,,5.2,50,10,,83,7,,6.4,,8,,,,9.1,,,0.8,,8.210527,
NH0437,1991-07-12,9.4,11.8,7,7.1,,,,,,,0,,,0,0,9.8,,85,6.7,,6.4,,8,,,,3.6,,,0.9,,0,
NH0437,1991-07-13,6.2,11.9,0.5,-8.5,,,,,,,0,,,7.1,68,7.5,,84,2.9,,2.4,,3,,,,11.2,,,0.7,,13.68421,
NH0437,1991-07-14,6.3,12.1,0.5,-5.5,,,,,,,0,,,8.5,82,7.1,,80,2.1,,4.8,,6,,,,12.8,,,0.8,,13.44828,
NH0437,1991-07-15,7.85,15.5,0.2,-5.4,,,,,,,0,,,8,77,8.6,,82,4.8,,2.4,,3,,,,12.3,,,0.7,,10.66667,
NH0437,1991-07-16,11.85,19.9,3.8,-1.2,,,,,,,0,,,8.7,83,11.6,,77,9.2,,6.4,,8,,,,13.1,,,1.1,,4.770186,
NH0437,1991-07-17,20.35,26.1,14.6,13.5,,,,,,,13.6,,,4.2,40,20.5,,84,17.9,,12.8,,16,,,,8.3,,,1.7,,0,
NH0437,1991-07-18,13.35,18.1,8.6,10,,,,,,,0,,,4.5,43,11.7,,88,9.3,,7.2,,9,,,,8.6,,,1.3,,0,
NH0437,1991-07-19,12.5,19.5,5.5,2.3,,,,,,,0,,,5,48,14,,85,12,,7.2,,9,,,,9.2,,,0.8,,2.571429,
NH0437,1991-07-20,16.25,19.3,13.2,10.5,,,,,,,4.5,,,3.9,37,16.1,,92,14.1,,16,,20,,,,8.1,,,1.5,,0,
NH0437,1991-07-21,11.6,13.2,10,10,,,,,,,0,,,0.1,1,11.6,,90,9.2,,13.6,,17,,,,3.9,,,1.2,,0,
NH0437,1991-07-22,9.5,14.4,4.6,1.6,,,,,,,0,,,8.6,82,8.4,,77,4.5,,6.4,,8,,,,13.3,,,1.2,,5.877552,
NH0437,1991-07-23,8.2,15.6,0.8,-6,,,,,,,0,,,8.3,79,7.6,,72,3,,4.8,,6,,,,13.1,,,1.1,,10.05405,
NH0437,1991-07-24,11.9,18.9,4.9,1.5,,,,,,,0,,,9,85,9.4,,71,6.1,,6.4,,8,,,,13.9,,,1.5,,3.6,
NH0437,1991-07-25,14.1,22.3,5.9,2.2,,,,,,,0,,,9,85,13.4,,78,11.3,,7.2,,9,,,,14,,,1.4,,1.609756,
NH0437,1991-07-26,19.7,26.2,13.2,10.5,,,,,,,0,,,8.9,84,16.6,,72,14.6,,8.8,,11,,,,13.9,,,2.3,,0,
NH0437,1991-07-27,22.5,28.5,16.5,13.2,,,,,,,0,,,8.1,76,18.3,,69,16.1,,11.2,,14,,,,13.1,,,2.9,,0,
NH0437,1991-07-28,21.65,27.1,16.2,15.6,,,,,,,0,,,7,66,18.5,,70,16.3,,8,,10,,,,11.9,,,2.4,,0,
NH0437,1991-07-29,20.55,25.9,15.2,14.5,,,,,,,0,,,4.4,41,18.1,,82,15.9,,11.2,,14,,,,9,,,2.2,,0,
NH0437,1991-07-30,14.1,15.4,12.8,12.5,,,,,,,2.6,,,0,0,13.3,,90,11.2,,9.6,,12,,,,4,,,1.3,,0,
NH0437,1991-07-31,13.15,16.1,10.2,10.7,,,,,,,0,,,5.7,53,12.4,,86,10.1,,12,,15,,,,10.6,,,1.5,,0,
NH0437,1991-08-01,5.2,10.2,0.2,0,,,,,,,0,,,9,84,4.3,,57,-4.7,,7.2,,9,,,,14.5,,,1.6,,16.32,
NH0437,1991-08-02,3.35,11,-4.3,-10,,,,,,,0,,,8.5,79,5.3,,71,-1.9,,2.4,,3,,,,14,,,0.9,,17.72549,
NH0437,1991-08-03,4.9,13.4,-3.6,-11,,,,,,,0,,,8.7,81,6.6,,65,1.1,,5.6,,7,,,,14.3,,,1,,14.96471,
NH0437,1991-08-04,13.1,18.3,7.9,7.5,,,,,,,0,,,5.5,51,7.8,,59,3.4,,4,,5,,,,10.6,,,1.7,,0,
NH0437,1991-08-05,10.2,17.6,2.8,-1.4,,,,,,,0,,,8.3,77,8.2,,72,4.1,,6.4,,8,,,,14,,,1.6,,6.810811,
NH0437,1991-08-06,9.3,15.6,3,-1.5,,,,,,,0,,,6.1,56,8.9,,77,5.3,,11.2,,14,,,,11.5,,,1.6,,7.619047,
NH0437,1991-08-07,8.650001,13.6,3.7,-0.5,,,,,,,0,,,2.6,24,9.9,,86,6.8,,,,,,,,7.3,,,,,7.999999,
NH0437,1991-08-08,11.35,16.2,6.5,3.4,,,,,,,0,,,0.7,6,12.5,,88,10.3,,8,,10,,,,5.1,,,0.8,,1.237113,
NH0437,1991-08-09,12,15.1,8.9,5.8,,,,,,,0,,,0,0,11.5,,84,9,,16.8,,21,,,,4.3,,,1.5,,0,
NH0437,1991-08-10,9.6,11.8,7.4,5.5,,,,,,,0,,,5.1,47,9.6,,82,6.4,,8,,10,,,,10.5,,,1.3,,0,
NH0437,1991-08-11,9.75,15,4.5,-0.5,,,,,,,0,,,8.8,81,9.6,,77,6.4,,4.8,,6,,,,15.1,,,1.4,,5.714286,
NH0437,1991-08-12,11.15,17.4,4.9,-1,,,,,,,0,,,8.8,80,10.3,,75,7.4,,4,,5,,,,15.2,,,1.5,,4.032,
NH0437,1991-08-13,12.55,21.2,3.9,-0.6,,,,,,,0,,,9.3,85,12.7,,79,10.5,,5.6,,7,,,,15.9,,,1.5,,4.300577,
NH0437,1991-08-14,21.2,29.7,12.7,9.4,,,,,,,0,,,8.2,75,19.5,,72,17.1,,12,,15,,,,14.6,,,2.9,,0,
NH0437,1991-08-15,24.9,28.8,21,19.2,,,,,,,0,,,3.7,34,20.3,,66,17.7,,13.6,,17,,,,9.1,,,3.5,,0,
NH0437,1991-08-16,24.95,28.8,21.1,18.7,,,,,,,0,,,7,63,19.8,,66,17.3,,11.2,,14,,,,13.3,,,3.7,,0,
NH0437,1991-08-17,23.85,29.5,18.2,15.5,,,,,,,0,,,7.1,64,13.8,,53,11.8,,8.8,,11,,,,13.5,,,3.7,,0,
NH0437,1991-08-18,22.5,29.7,15.3,12.1,,,,,,,0,,,1.3,12,16.7,,68,14.7,,5.6,,7,,,,6.2,,,2.3,,0,
NH0437,1991-08-19,21.75,29.4,14.1,13,,,,,,,0,,,6.9,62,14.7,,59,12.7,,8.8,,11,,,,13.4,,,3.3,,0,
NH0437,1991-08-20,22.7,29.2,16.2,14.6,,,,,,,0,,,1.5,13,15.4,,61,13.4,,4.8,,6,,,,6.6,,,2.5,,0,
NH0437,1991-08-21,22.2,29.9,14.5,9.9,,,,,,,0,,,6.8,61,15.7,,60,13.7,,8.8,,11,,,,13.5,,,3.3,,0,
NH0437,1991-08-22,23.5,29.4,17.6,15.7,,,,,,,0,,,0.9,8,15.9,,63,13.9,,8,,10,,,,5.9,,,2.9,,0,
NH0437,1991-08-23,16.5,22.2,10.8,7.5,,,,,,,0,,,7.8,69,14.2,,78,12.2,,6.4,,8,,,,14.9,,,2.2,,0,
NH0437,1991-08-24,17.5,24.2,10.8,8.1,,,,,,,0,,,6.7,60,17.2,,81,15.1,,8.8,,11,,,,13.6,,,2.1,,0,
NH0437,1991-08-25,23.1,30.8,15.4,14.1,,,,,,,0,,,5.5,49,18.2,,63,16,,34.4,,43,,,,12.1,,,5.9,,0,
NH0437,1991-08-26,18.7,22.4,15,16.2,,,,,,,24.1,,,0,0,17.6,,97,15.5,,,,,,,,4.9,,,,,0,
NH0437,1991-08-27,14.1,15.6,12.6,12.3,,,,,,,0,,,0,0,15.4,,91,13.4,,4.8,,6,,,,4.9,,,0.9,,0,
NH0437,1991-08-28,16.9,22.5,11.3,8.9,,,,,,,0,,,2.4,21,19.6,,91,17.2,,4,,5,,,,8.2,,,1.2,,0,
NH0437,1991-08-29,22.6,28.3,16.9,13,,,,,,,0,,,7.3,64,22.6,,83,19.5,,5.6,,7,,,,14.8,,,2.8,,0,
NH0437,1991-08-30,23.9,29.8,18,16.2,,,,,,,0,,,1.6,14,25.7,,85,21.5,,6.4,,8,,,,7.2,,,1.8,,0,
NH0437,1991-08-31,18.6,23.2,14,17.1,,,,,,,0,,,0,0,18.9,,88,16.6,,16,,20,,,,5.1,,,1.6,,0,
NH0437,1991-09-01,15.65,18.3,13,13,,,,,,,0,,,0,0,14.8,,80,12.8,,10.4,,13,,,,5.1,,,1.6,,0,
NH0437,1991-09-02,16.6,21.2,12,9.4,,,,,,,0,,,0,0,18.6,,90,16.4,,4,,5,,,,5.2,,,0.9,,0,
NH0437,1991-09-03,21.55,27.9,15.2,11.5,,,,,,,0,,,6,52,20.5,,78,17.9,,7.2,,9,,,,13.5,,,2.7,,0,
NH0437,1991-09-04,22.6,28.5,16.7,16,,,,,,,0,,,5.8,50,20.4,,69,17.8,,10.4,,13,,,,13.3,,,3.2,,0,
NH0437,1991-09-05,23.7,29.4,18,14.8,,,,,,,30.4,,,3.8,33,20.4,,65,17.8,,10.4,,13,,,,10.6,,,3.2,,0,
NH0437,1991-09-06,19.55,24.2,14.9,14,,,,,,,7.6,,,0.7,6,17.5,,98,15.4,,8,,10,,,,6.3,,,2,,0,
NH0437,1991-09-07,17,20.1,13.9,12.3,,,,,,,2.1,,,0.7,6,18.4,,93,16.2,,8,,10,,,,6.3,,,1.2,,0,
NH0437,1991-09-08,17.4,20.3,14.5,13.9,,,,,,,0,,,7.5,64,18,,91,15.8,,7.2,,9,,,,16,,,2.3,,0,
NH0437,1991-09-09,19.1,24.7,13.5,9.7,,,,,,,0,,,8.8,75,18.3,,81,16.1,,5.6,,7,,,,17.9,,,2.8,,0,
NH0437,1991-09-10,22.15,27,17.3,13,,,,,,,0,,,4.4,38,21.8,,84,18.9,,4,,5,,,,11.7,,,2.4,,0,
NH0437,1991-09-11,22.3,27.5,17.1,13.1,,,,,,,0,,,8,68,22.2,,81,19.2,,5.6,,7,,,,17,,,3.2,,0,
NH0437,1991-09-12,25.05,31.4,18.7,15,,,,,,,0,,,7.9,67,23,,69,19.7,,6.4,,8,,,,16.9,,,3.8,,0,
NH0437,1991-09-13,26.2,31.9,20.5,17.3,,,,,,,1,,,6,51,21.9,,69,19,,9.6,,12,,,,14.3,,,4.1,,0,
NH0437,1991-09-14,16.65,22.2,11.1,14.9,,,,,,,7.5,,,0,0,13.3,,82,11.2,,21.6,,27,,,,5.6,,,3.1,,0,
NH0437,1991-09-15,9.6,11.1,8.1,7.5,,,,,,,1.5,,,0,0,12.2,,100,9.9,,7.2,,9,,,,5.7,,,0.8,,0,
NH0437,1991-09-16,14.4,18.6,10.2,10.9,,,,,,,0.5,,,0,0,18.5,,97,16.3,,4.8,,6,,,,5.7,,,1,,0,
NH0437,1991-09-17,18.05,20,16.1,16.5,,,,,,,4.8,,,0,0,19,,93,16.7,,12.8,,16,,,,5.7,,,1.5,,0,
NH0437,1991-09-18,18.85,23.3,14.4,13.2,,,,,,,0,,,6.7,56,14.9,,75,12.9,,7.2,,9,,,,15.7,,,3.1,,0,
NH0437,1991-09-19,17.25,24.5,10,7.6,,,,,,,0,,,9.9,83,14.5,,67,12.5,,5.6,,7,,,,20.5,,,3.2,,0,
NH0437,1991-09-20,20.35,27,13.7,8.1,,,,,,,0,,,8.2,68,15.9,,65,13.9,,7.2,,9,,,,18.1,,,3.6,,0,
NH0437,1991-09-21,23.45,30,16.9,14.1,,,,,,,0,,,4.1,34,18.3,,65,16.1,,12,,15,,,,12,,,3.9,,0,
NH0437,1991-09-22,18.55,23.9,13.2,13.1,,,,,,,0,,,7.3,60,11,,57,8.4,,9.6,,12,,,,16.9,,,4,,0,
NH0437,1991-09-23,14.25,21.5,7,2.4,,,,,,,0,,,6.8,56,10.4,,59,7.5,,9.6,,12,,,,16.3,,,3.1,,0,
NH0437,1991-09-24,17.25,23.1,11.4,8,,,,,,,0.3,,,1.7,14,11.8,,60,9.4,,12,,15,,,,8.6,,,3.2,,0,
NH0437,1991-09-25,17.15,23.2,11.1,10,,,,,,,0,,,8.2,67,15.7,,72,13.7,,7.2,,9,,,,18.5,,,3.1,,0,
NH0437,1991-09-26,19.3,27.8,10.8,7.1,,,,,,,0,,,8.9,73,21.4,,79,18.6,,6.4,,8,,,,19.7,,,3.1,,0,
NH0437,1991-09-27,24.05,30.6,17.5,14.5,,,,,,,0,,,8.4,69,22,,69,19,,16,,20,,,,19,,,4.9,,0,
NH0437,1991-09-28,18.15,22.9,13.4,12.6,,,,,,,7.9,,,1.9,16,10.8,,65,8.1,,9.6,,12,,,,9.1,,,3.4,,0,
NH0437,1991-09-29,12.85,15.1,10.6,10.2,,,,,,,12.3,,,0.1,1,11.7,,84,9.3,,4.8,,6,,,,6.4,,,1.5,,0,
NH0437,1991-09-30,14.6,20,9.2,5,,,,,,,0,,,6,49,14.3,,83,12.3,,6.4,,8,,,,15.6,,,2.4,,0,
NH0437,1991-10-01,16.1,23.5,8.7,6.6,,,,,,,0,,,9.3,75,13.2,,70,11.1,,12.8,,16,,,,20.8,,,3.8,,0,
NH0437,1991-10-02,18.05,23.5,12.6,10.1,,,,,,,0,,,9.2,74,11.2,,56,8.6,,11.2,,14,,,,20.7,,,4.5,,0,
NH0437,1991-10-03,17.55,26.3,8.8,3.4,,,,,,,0,,,7.6,61,12.1,,59,9.8,,10.4,,13,,,,18.3,,,4,,0,
NH0437,1991-10-04,18.5,25.2,11.8,6.6,,,,,,,25.6,,,7,56,15.5,,59,13.5,,14.4,,18,,,,17.4,,,3.9,,0,
NH0437,1991-10-05,18.5,23.1,13.9,15.6,,,,,,,9.8,,,0,0,17,,96,15,,20,,25,,,,6.4,,,2.6,,0,
NH0437,1991-10-06,13.95,16.9,11,11.1,,,,,,,0,,,5.1,41,12,,80,9.7,,12.8,,16,,,,14.6,,,2.9,,0,
NH0437,1991-10-07,9.650001,15.6,3.7,-1,,,,,,,0,,,9.6,77,9.6,,69,6.4,,6.4,,8,,,,21.8,,,2.7,,6.655462,
NH0437,1991-10-08,12.4,19.9,4.9,-1.8,,,,,,,0,,,9.7,77,10.8,,70,8.1,,4,,5,,,,22,,,3,,3.36,
NH0437,1991-10-09,15.75,23.1,8.4,1.8,,,,,,,0,,,9.6,76,12.2,,63,9.9,,3.2,,4,,,,21.9,,,3.4,,0,
NH0437,1991-10-10,17.35,25.4,9.3,2.3,,,,,,,0,,,10.2,81,13.3,,59,11.2,,5.6,,7,,,,23,,,3.9,,0,
NH0437,1991-10-11,20.4,28.3,12.5,6.4,,,,,,,0,,,9.8,78,16.8,,63,14.8,,9.6,,12,,,,22.4,,,4.5,,0,
NH0437,1991-10-12,26.1,35.1,17.1,14.1,,,,,,,0,,,7,55,21.9,,56,19,,12.8,,16,,,,18,,,5.3,,0,
NH0437,1991-10-13,30.5,36.9,24.1,22,,,,,,,0,,,8.6,68,24.7,,58,20.9,,8,,10,,,,20.6,,,6,,0,
NH0437,1991-10-14,28.35,33.4,23.3,21.5,,,,,,,0,,,5.9,46,26,,70,21.7,,17.6,,22,,,,16.3,,,5.8,,0,
NH0437,1991-10-15,18.45,23.4,13.5,13,,,,,,,21.5,,,0,0,14.7,,91,12.7,,15.2,,19,,,,6.8,,,3.1,,0,
NH0437,1991-10-16,12.9,14.2,11.6,10,,,,,,,2.7,,,0.1,1,13.3,,87,11.2,,10.4,,13,,,,7,,,1.5,,0,
NH0437,1991-10-17,13.95,20.9,7,3.5,,,,,,,0,,,11.1,87,11,,64,8.4,,6.4,,8,,,,25,,,3.8,,0,
NH0437,1991-10-18,16.45,24.3,8.6,2,,,,,,,0,,,10.8,84,13.1,,64,11,,4.8,,6,,,,24.6,,,3.9,,0,
NH0437,1991-10-19,21.3,26.8,15.8,15.1,,,,,,,0,,,10.1,79,16.1,,69,14.1,,4.8,,6,,,,23.5,,,4.5,,0,
NH0437,1991-10-20,19.95,28.9,11,5.6,,,,,,,0,,,10.9,85,18.3,,66,16.1,,6.4,,8,,,,24.9,,,4.4,,0,
NH0437,1991-10-21,27.15,35.5,18.8,15.6,,,,,,,0,,,10.6,82,25.1,,66,21.2,,6.4,,8,,,,24.5,,,5.7,,0,
NH0437,1991-10-22,29.45,36.5,22.4,19,,,,,,,7.8,,,10.7,83,25.4,,57,21.4,,15.2,,19,,,,24.7,,,7.4,,0,
NH0437,1991-10-23,22.5,29.9,15.1,14.4,,,,,,,0,,,5.5,42,16.8,,81,14.8,,12,,15,,,,16.2,,,4.7,,0,
NH0437,1991-10-24,15.95,19.2,12.7,11.9,,,,,,,0,,,4.1,32,15.8,,83,13.8,,7.2,,9,,,,13.9,,,2.5,,0,
NH0437,1991-10-25,20.3,25.1,15.5,13.5,,,,,,,0,,,4.8,37,19.5,,82,17.1,,4,,5,,,,15.1,,,3,,0,
NH0437,1991-10-26,20.95,27.9,14,13.2,,,,,,,0,,,8.5,65,21.3,,79,18.5,,5.6,,7,,,,21.3,,,4,,0,
NH0437,1991-10-27,23.1,27.6,18.6,14.8,,,,,,,11.5,,,1.5,11,23.5,,94,20.1,,7.2,,9,,,,9.7,,,2.6,,0,
NH0437,1991-10-28,23.85,28.2,19.5,17.9,,,,,,,0.8,,,4.9,37,25.8,,92,21.6,,6.4,,8,,,,15.4,,,3.4,,0,
NH0437,1991-10-29,22.8,25.6,20,18.2,,,,,,,8,,,0.2,2,25.7,,95,21.5,,8,,10,,,,7.6,,,1.9,,0,
NH0437,1991-10-30,20.4,22.6,18.2,18.5,,,,,,,0,,,0.2,2,20.7,,92,18.1,,11.2,,14,,,,7.6,,,2.2,,0,
NH0437,1991-10-31,20.85,23.6,18.1,15.7,,,,,,,7.9,,,0,0,21.6,,92,18.7,,10.4,,13,,,,7.3,,,2.1,,0,
NH0437,1991-11-01,21.9,25.9,17.9,16.2,,,,,,,0,,,9.4,71,21,,82,18.3,,7.2,,9,,,,23.2,,,4.6,,0,
NH0437,1991-11-02,20.5,26.1,14.9,10.3,,,,,,,0,,,9.3,70,19,,81,16.7,,9.6,,12,,,,23.1,,,4.6,,0,
NH0437,1991-11-03,18.7,24.3,13.1,12.1,,,,,,,0,,,11,83,18.7,,78,16.4,,8,,10,,,,26,,,4.4,,0,
NH0437,1991-11-04,22.25,28.6,15.9,11.6,,,,,,,0.8,,,10.6,80,21.4,,75,18.6,,4.8,,6,,,,25.4,,,4.9,,0,
NH0437,1991-11-05,23.45,27.9,19,14.5,,,,,,,20.8,,,4.8,36,22.3,,85,19.2,,5.6,,7,,,,15.6,,,3.7,,0,
NH0437,1991-11-06,21.05,24.9,17.2,15,,,,,,,3.5,,,5.6,42,19.9,,91,17.4,,14.4,,18,,,,17,,,4.1,,0,
NH0437,1991-11-07,21.4,26.6,16.2,9.2,,,,,,,0,,,11.4,85,17.2,,68,15.1,,,,,,,,26.9,,,,,0,
NH0437,1991-11-08,19.25,25.8,12.7,7.2,,,,,,,0,,,8.7,65,17.9,,77,15.8,,4,,5,,,,22.3,,,4,,0,
NH0437,1991-11-09,20.45,28.1,12.8,6.6,,,,,,,0,,,11,82,18.9,,71,16.6,,5.6,,7,,,,26.3,,,4.8,,0,
NH0437,1991-11-10,21.35,27.6,15.1,9.5,,,,,,,0,,,4.2,31,20.5,,68,17.9,,9.6,,12,,,,14.7,,,3.5,,0,
NH0437,1991-11-11,19.05,22.9,15.2,14.5,,,,,,,0,,,6.4,48,13.5,,65,11.4,,8,,10,,,,18.5,,,4.2,,0,
NH0437,1991-11-12,16.95,22.9,11,5.2,,,,,,,0,,,8.5,63,13.4,,69,11.3,,5.6,,7,,,,22.2,,,4,,0,
NH0437,1991-11-13,15.65,19.9,11.4,5.4,,,,,,,0,,,0.2,1,15,,76,13,,4.8,,6,,,,7.9,,,1.8,,0,
NH0437,1991-11-14,20.05,26.2,13.9,10.5,,,,,,,0,,,5.9,44,18.6,,79,16.4,,4.8,,6,,,,17.8,,,3.6,,0,
NH0437,1991-11-15,21.05,28.6,13.5,8,,,,,,,0,,,11.3,84,19.4,,70,17,,5.6,,7,,,,27.1,,,5.1,,0,
NH0437,1991-11-16,21.7,28.3,15.1,9.9,,,,,,,0,,,11.2,83,18.3,,67,16.1,,4.8,,6,,,,27,,,5.2,,0,
NH0437,1991-11-17,22.1,28.6,15.6,10.6,,,,,,,0,,,6.6,49,20,,75,17.5,,4,,5,,,,19.1,,,4,,0,
NH0437,1991-11-18,21.4,27.3,15.5,10.5,,,,,,,0,,,4.6,34,19.3,,70,16.9,,5.6,,7,,,,15.6,,,3.5,,0,
NH0437,1991-11-19,22.05,27.9,16.2,11.8,,,,,,,0,,,11.3,83,14.8,,56,12.8,,7.2,,9,,,,27.3,,,5.8,,0,
NH0437,1991-11-20,20.55,29.9,11.2,9.8,,,,,,,0,,,12.2,89,19,,70,16.7,,5.6,,7,,,,28.8,,,5.3,,0,
NH0437,1991-11-21,24,33.8,14.2,8.1,,,,,,,0,,,11.6,85,19.3,,56,16.9,,5.6,,7,,,,27.8,,,5.9,,0,
NH0437,1991-11-22,24.45,37.4,11.5,10,,,,,,,0,,,10.8,79,19.8,,46,17.3,,8.8,,11,,,,26.5,,,6.1,,0,
NH0437,1991-11-23,30.6,37.6,23.6,20.6,,,,,,,0,,,7.6,56,25.3,,53,21.3,,11.2,,14,,,,21,,,6.8,,0,
NH0437,1991-11-24,24.1,29.9,18.3,18.9,,,,,,,3.8,,,6.9,50,21.2,,74,18.4,,14.4,,18,,,,19.8,,,5.4,,0,
NH0437,1991-11-25,17.5,19.5,15.5,15.5,,,,,,,0,,,0,0,19.2,,95,16.9,,10.4,,13,,,,7.8,,,1.7,,0,
NH0437,1991-11-26,23.4,28.5,18.3,18.3,,,,,,,0,,,10.1,74,17.7,,64,15.6,,8.8,,11,,,,25.4,,,5.9,,0,
NH0437,1991-11-27,20.35,29.2,11.5,7.8,,,,,,,0,,,6.8,49,17.6,,59,15.5,,7.2,,9,,,,19.7,,,4.2,,0,
